datetime_raw,datetime_est,temp_c,spcond_us_cm,sal_psu,odo_mg_l,plot,type,flood,tod
2024-06-13T14:56:37Z,2024-06-13T18:56:37Z,23.158,123.5,0.06,9.32,FW,0_source,flood3,13:56:37
2024-06-13T15:11:37Z,2024-06-13T19:11:37Z,23.875,135.7,0.06,9.26,FW,0_source,flood3,14:11:37
2024-06-13T15:26:37Z,2024-06-13T19:26:37Z,23.896,136.2,0.06,9.1,FW,0_source,flood3,14:26:37
2024-06-13T15:41:37Z,2024-06-13T19:41:37Z,24.009,136.8,0.06,9.09,FW,0_source,flood3,14:41:37
2024-06-13T15:56:37Z,2024-06-13T19:56:37Z,23.987,137.2,0.06,9.08,FW,0_source,flood3,14:56:37
2024-06-13T16:11:37Z,2024-06-13T20:11:37Z,24.095,137.6,0.06,9.07,FW,0_source,flood3,15:11:37
2024-06-13T16:26:37Z,2024-06-13T20:26:37Z,24.166,138,0.06,9.05,FW,0_source,flood3,15:26:37
2024-06-13T16:41:37Z,2024-06-13T20:41:37Z,24.67,138.1,0.06,8.98,FW,0_source,flood3,15:41:37
2024-06-13T16:56:37Z,2024-06-13T20:56:37Z,25.192,1.4,0,8.39,FW,0_source,flood3,15:56:37
2024-06-12T06:16:54Z,2024-06-12T10:16:54Z,15.882,138.8,0.07,10.29,FW,0_source,flood2,05:16:54
2024-06-12T06:31:54Z,2024-06-12T10:31:54Z,20.414,140.2,0.07,9.72,FW,0_source,flood2,05:31:54
2024-06-12T06:46:54Z,2024-06-12T10:46:54Z,20.68,140.2,0.07,9.58,FW,0_source,flood2,05:46:54
2024-06-12T07:01:54Z,2024-06-12T11:01:54Z,20.839,140.3,0.07,9.47,FW,0_source,flood2,06:01:54
2024-06-12T07:16:53Z,2024-06-12T11:16:53Z,20.964,140.4,0.07,9.39,FW,0_source,flood2,06:16:53
2024-06-12T07:31:53Z,2024-06-12T11:31:53Z,21.058,140.4,0.07,9.34,FW,0_source,flood2,06:31:53
2024-06-12T07:46:53Z,2024-06-12T11:46:53Z,21.152,140.4,0.07,9.29,FW,0_source,flood2,06:46:53
2024-06-12T08:01:53Z,2024-06-12T12:01:53Z,20.924,140.4,0.07,9.25,FW,0_source,flood2,07:01:53
2024-06-12T08:16:53Z,2024-06-12T12:16:53Z,21.197,140.4,0.07,9.25,FW,0_source,flood2,07:16:53
2024-06-12T08:31:53Z,2024-06-12T12:31:53Z,21.432,140.5,0.07,9.21,FW,0_source,flood2,07:31:53
2024-06-12T08:46:53Z,2024-06-12T12:46:53Z,21.579,140.5,0.07,9.18,FW,0_source,flood2,07:46:53
2024-06-12T09:01:53Z,2024-06-12T13:01:53Z,21.648,140.5,0.07,9.18,FW,0_source,flood2,08:01:53
2024-06-12T09:16:53Z,2024-06-12T13:16:53Z,20.174,136.7,0.06,9.42,FW,0_source,flood2,08:16:53
2024-06-12T09:31:53Z,2024-06-12T13:31:53Z,21.463,138.2,0.06,9.56,FW,0_source,flood2,08:31:53
2024-06-12T09:46:53Z,2024-06-12T13:46:53Z,21.428,138.5,0.06,9.4,FW,0_source,flood2,08:46:53
2024-06-12T10:01:53Z,2024-06-12T14:01:53Z,21.929,140.1,0.07,9.13,FW,0_source,flood2,09:01:53
2024-06-12T10:16:53Z,2024-06-12T14:16:53Z,22.012,140.1,0.07,9.08,FW,0_source,flood2,09:16:53
2024-06-12T10:31:53Z,2024-06-12T14:31:53Z,21.825,138.5,0.06,9.12,FW,0_source,flood2,09:31:53
2024-06-12T10:46:53Z,2024-06-12T14:46:53Z,21.715,147.5,0.07,9.68,FW,0_source,flood2,09:46:53
2024-06-12T11:01:53Z,2024-06-12T15:01:53Z,22.144,140.6,0.07,9.2,FW,0_source,flood2,10:01:53
2024-06-12T11:16:53Z,2024-06-12T15:16:53Z,21.757,138.4,0.06,9.44,FW,0_source,flood2,10:16:53
2024-06-12T11:31:53Z,2024-06-12T15:31:53Z,22.304,140.5,0.07,9.06,FW,0_source,flood2,10:31:53
2024-06-12T11:46:53Z,2024-06-12T15:46:53Z,22.068,138.9,0.06,9.12,FW,0_source,flood2,10:46:53
2024-06-12T12:01:53Z,2024-06-12T16:01:53Z,21.741,148.1,0.07,9.28,FW,0_source,flood2,11:01:53
2024-06-12T12:16:52Z,2024-06-12T16:16:52Z,21.779,132.6,0.06,9.46,FW,0_source,flood2,11:16:52
2024-06-12T12:31:52Z,2024-06-12T16:31:52Z,22.45,140.1,0.07,8.99,FW,0_source,flood2,11:31:52
2024-06-12T12:46:52Z,2024-06-12T16:46:52Z,22.198,134.5,0.06,9.09,FW,0_source,flood2,11:46:52
2024-06-12T13:01:52Z,2024-06-12T17:01:52Z,22.335,133.4,0.06,9.19,FW,0_source,flood2,12:01:52
2024-06-12T13:16:52Z,2024-06-12T17:16:52Z,22.283,139,0.06,9.12,FW,0_source,flood2,12:16:52
2024-06-12T13:31:52Z,2024-06-12T17:31:52Z,22.304,133.9,0.06,9.29,FW,0_source,flood2,12:31:52
2024-06-12T13:46:52Z,2024-06-12T17:46:52Z,22.544,139.6,0.07,9.06,FW,0_source,flood2,12:46:52
2024-06-12T14:01:52Z,2024-06-12T18:01:52Z,22.565,139.4,0.07,9.4,FW,0_source,flood2,13:01:52
2024-06-12T14:16:52Z,2024-06-12T18:16:52Z,22.331,137.7,0.06,9.49,FW,0_source,flood2,13:16:52
2024-06-12T14:31:52Z,2024-06-12T18:31:52Z,22.62,137.1,0.06,9.16,FW,0_source,flood2,13:31:52
2024-06-12T14:46:52Z,2024-06-12T18:46:52Z,22.841,139.7,0.07,9.56,FW,0_source,flood2,13:46:52
2024-06-12T15:01:52Z,2024-06-12T19:01:52Z,22.861,139.9,0.07,9.07,FW,0_source,flood2,14:01:52
2024-06-12T15:16:52Z,2024-06-12T19:16:52Z,22.511,140.7,0.07,9.61,FW,0_source,flood2,14:16:52
2024-06-12T15:31:52Z,2024-06-12T19:31:52Z,22.298,135.1,0.06,9.77,FW,0_source,flood2,14:31:52
2024-06-12T15:46:52Z,2024-06-12T19:46:52Z,23.053,139.8,0.07,9.12,FW,0_source,flood2,14:46:52
2024-06-12T16:01:52Z,2024-06-12T20:01:52Z,22.43,136.9,0.06,9.5,FW,0_source,flood2,15:01:52
2024-06-12T16:16:52Z,2024-06-12T20:16:52Z,22.684,140.8,0.07,10.07,FW,0_source,flood2,15:16:52
2024-06-12T16:31:52Z,2024-06-12T20:31:52Z,22.579,139.1,0.06,9.04,FW,0_source,flood2,15:31:52
2024-06-12T16:46:52Z,2024-06-12T20:46:52Z,22.897,139.1,0.06,9.02,FW,0_source,flood2,15:46:52
2024-06-12T17:01:52Z,2024-06-12T21:01:52Z,23.024,139.1,0.06,9.04,FW,0_source,flood2,16:01:52
2024-06-11T06:20:05Z,2024-06-11T10:20:05Z,16.572,82.4,0.04,7.96,FW,0_source,flood1,05:20:05
2024-06-11T06:35:05Z,2024-06-11T10:35:05Z,16.585,82.7,0.04,7.94,FW,0_source,flood1,05:35:05
2024-06-11T06:50:05Z,2024-06-11T10:50:05Z,22.006,139.4,0.07,9.48,FW,0_source,flood1,05:50:05
2024-06-11T07:05:05Z,2024-06-11T11:05:05Z,22.104,139.8,0.07,9.18,FW,0_source,flood1,06:05:05
2024-06-11T07:20:05Z,2024-06-11T11:20:05Z,22.219,140,0.07,9.09,FW,0_source,flood1,06:20:05
2024-06-11T07:35:05Z,2024-06-11T11:35:05Z,22.317,140,0.07,9.05,FW,0_source,flood1,06:35:05
2024-06-11T07:50:05Z,2024-06-11T11:50:05Z,22.35,140.2,0.07,9.01,FW,0_source,flood1,06:50:05
2024-06-11T08:05:05Z,2024-06-11T12:05:05Z,22.483,140.2,0.07,8.99,FW,0_source,flood1,07:05:05
2024-06-11T08:20:05Z,2024-06-11T12:20:05Z,22.24,140.1,0.07,9.04,FW,0_source,flood1,07:20:05
2024-06-11T08:35:05Z,2024-06-11T12:35:05Z,22.552,140.3,0.07,9.01,FW,0_source,flood1,07:35:05
2024-06-11T08:50:05Z,2024-06-11T12:50:05Z,22.678,140.3,0.07,9.01,FW,0_source,flood1,07:50:05
2024-06-11T09:05:05Z,2024-06-11T13:05:05Z,22.687,140.2,0.07,8.99,FW,0_source,flood1,08:05:05
2024-06-11T09:20:04Z,2024-06-11T13:20:04Z,21.602,139,0.06,9.15,FW,0_source,flood1,08:20:04
2024-06-11T09:35:04Z,2024-06-11T13:35:04Z,22.769,139.9,0.07,9.61,FW,0_source,flood1,08:35:04
2024-06-11T09:50:04Z,2024-06-11T13:50:04Z,22.994,139.6,0.07,9.11,FW,0_source,flood1,08:50:04
2024-06-11T10:05:04Z,2024-06-11T14:05:04Z,23.043,140.2,0.07,9.08,FW,0_source,flood1,09:05:04
2024-06-11T10:20:04Z,2024-06-11T14:20:04Z,22.547,140,0.07,8.85,FW,0_source,flood1,09:20:04
2024-06-11T10:35:04Z,2024-06-11T14:35:04Z,22.16,139.7,0.07,8.9,FW,0_source,flood1,09:35:04
2024-06-11T10:50:04Z,2024-06-11T14:50:04Z,23.101,140,0.07,9.04,FW,0_source,flood1,09:50:04
2024-06-11T11:05:04Z,2024-06-11T15:05:04Z,23.131,140.3,0.07,9.04,FW,0_source,flood1,10:05:04
2024-06-11T11:20:04Z,2024-06-11T15:20:04Z,22.05,141.9,0.07,9.79,FW,0_source,flood1,10:20:04
2024-06-11T11:35:04Z,2024-06-11T15:35:04Z,22.113,139.2,0.06,11,FW,0_source,flood1,10:35:04
2024-06-11T11:50:04Z,2024-06-11T15:50:04Z,23.427,140.1,0.07,8.8,FW,0_source,flood1,10:50:04
2024-06-11T12:05:04Z,2024-06-11T16:05:04Z,23,140.3,0.07,8.81,FW,0_source,flood1,11:05:04
2024-06-11T12:20:04Z,2024-06-11T16:20:04Z,22.184,139.3,0.06,8.98,FW,0_source,flood1,11:20:04
2024-06-11T12:35:04Z,2024-06-11T16:35:04Z,21.81,139.3,0.07,9.05,FW,0_source,flood1,11:35:04
2024-06-11T12:50:04Z,2024-06-11T16:50:04Z,23.232,140.4,0.07,8.92,FW,0_source,flood1,11:50:04
2024-06-11T13:05:04Z,2024-06-11T17:05:04Z,23.048,146.4,0.07,9.03,FW,0_source,flood1,12:05:04
2024-06-11T13:20:04Z,2024-06-11T17:20:04Z,22.64,143.9,0.07,9.41,FW,0_source,flood1,12:20:04
2024-06-11T13:35:04Z,2024-06-11T17:35:04Z,21.788,139.3,0.07,9.15,FW,0_source,flood1,12:35:04
2024-06-11T13:50:04Z,2024-06-11T17:50:04Z,23.087,147.6,0.07,9.37,FW,0_source,flood1,12:50:04
2024-06-11T14:05:04Z,2024-06-11T18:05:04Z,21.933,148.3,0.07,9.09,FW,0_source,flood1,13:05:04
2024-06-11T14:20:03Z,2024-06-11T18:20:03Z,23.222,141.2,0.07,8.88,FW,0_source,flood1,13:20:03
2024-06-11T14:35:03Z,2024-06-11T18:35:03Z,22.004,140.3,0.07,9.05,FW,0_source,flood1,13:35:03
2024-06-11T14:50:03Z,2024-06-11T18:50:03Z,21.868,138.7,0.06,9.53,FW,0_source,flood1,13:50:03
2024-06-11T15:05:03Z,2024-06-11T19:05:03Z,23.298,140.6,0.07,9.04,FW,0_source,flood1,14:05:03
2024-06-11T15:20:03Z,2024-06-11T19:20:03Z,23.255,140.9,0.07,9.01,FW,0_source,flood1,14:20:03
2024-06-11T15:35:03Z,2024-06-11T19:35:03Z,21.994,140.6,0.07,9.58,FW,0_source,flood1,14:35:03
2024-06-11T15:50:03Z,2024-06-11T19:50:03Z,22.099,140.7,0.07,9.22,FW,0_source,flood1,14:50:03
2024-06-11T16:05:03Z,2024-06-11T20:05:03Z,23.277,141,0.07,9.49,FW,0_source,flood1,15:05:03
2024-06-11T16:20:03Z,2024-06-11T20:20:03Z,23.329,141,0.07,9.02,FW,0_source,flood1,15:20:03
2024-06-11T16:35:03Z,2024-06-11T20:35:03Z,22.204,140.9,0.07,9.49,FW,0_source,flood1,15:35:03
2024-06-11T16:50:03Z,2024-06-11T20:50:03Z,22.036,140.5,0.07,9.3,FW,0_source,flood1,15:50:03
2024-06-11T17:05:03Z,2024-06-11T21:05:03Z,22.019,140.5,0.07,9.37,FW,0_source,flood1,16:05:03
2024-06-13T06:24:09Z,2024-06-13T10:24:09Z,17.655,9658.1,5.45,7.08,SW,0_source,flood3,05:24:09
2024-06-13T06:39:09Z,2024-06-13T10:39:09Z,24.2,9818.9,5.52,5.15,SW,0_source,flood3,05:39:09
2024-06-13T06:54:09Z,2024-06-13T10:54:09Z,24.387,9822.6,5.52,5.41,SW,0_source,flood3,05:54:09
2024-06-13T07:09:09Z,2024-06-13T11:09:09Z,24.523,9823.8,5.52,5.66,SW,0_source,flood3,06:09:09
2024-06-13T07:24:09Z,2024-06-13T11:24:09Z,23.3,9859.3,5.55,6.33,SW,0_source,flood3,06:24:09
2024-06-13T07:39:09Z,2024-06-13T11:39:09Z,23.406,10276.9,5.81,5.18,SW,0_source,flood3,06:39:09
2024-06-13T07:54:09Z,2024-06-13T11:54:09Z,23.751,10289.6,5.81,5.28,SW,0_source,flood3,06:54:09
2024-06-13T08:09:09Z,2024-06-13T12:09:09Z,22.701,74.2,0.03,8.51,SW,0_source,flood3,07:09:09
2024-06-13T08:24:09Z,2024-06-13T12:24:09Z,23.745,10220.8,5.77,5.33,SW,0_source,flood3,07:24:09
2024-06-13T08:39:09Z,2024-06-13T12:39:09Z,23.94,10239,5.78,5.32,SW,0_source,flood3,07:39:09
2024-06-13T08:54:09Z,2024-06-13T12:54:09Z,24.059,10241.9,5.78,5.32,SW,0_source,flood3,07:54:09
2024-06-13T09:09:09Z,2024-06-13T13:09:09Z,24.614,10045.2,5.66,5.38,SW,0_source,flood3,08:09:09
2024-06-13T09:24:09Z,2024-06-13T13:24:09Z,24.689,10039.2,5.65,5.35,SW,0_source,flood3,08:24:09
2024-06-13T09:39:09Z,2024-06-13T13:39:09Z,24.754,10035.2,5.65,5.33,SW,0_source,flood3,08:39:09
2024-06-13T09:54:09Z,2024-06-13T13:54:09Z,24.8,10030.7,5.65,5.3,SW,0_source,flood3,08:54:09
2024-06-13T10:09:09Z,2024-06-13T14:09:09Z,24.591,10020,5.64,5.84,SW,0_source,flood3,09:09:09
2024-06-13T10:24:09Z,2024-06-13T14:24:09Z,24.899,10016.3,5.64,5.29,SW,0_source,flood3,09:24:09
2024-06-13T10:39:09Z,2024-06-13T14:39:09Z,25.025,9997.9,5.63,5.28,SW,0_source,flood3,09:39:09
2024-06-13T10:54:09Z,2024-06-13T14:54:09Z,25.057,10237.1,5.77,6.16,SW,0_source,flood3,09:54:09
2024-06-13T11:09:08Z,2024-06-13T15:09:08Z,25.427,10256.2,5.78,6.55,SW,0_source,flood3,10:09:08
2024-06-13T11:24:08Z,2024-06-13T15:24:08Z,25.607,10274.7,5.79,6.81,SW,0_source,flood3,10:24:08
2024-06-13T11:39:08Z,2024-06-13T15:39:08Z,25.826,10283.6,5.79,7.01,SW,0_source,flood3,10:39:08
2024-06-13T11:54:08Z,2024-06-13T15:54:08Z,25.889,10277.2,5.79,7.16,SW,0_source,flood3,10:54:08
2024-06-13T12:09:08Z,2024-06-13T16:09:08Z,26.136,10278.5,5.79,7.17,SW,0_source,flood3,11:09:08
2024-06-13T12:24:08Z,2024-06-13T16:24:08Z,26.486,10329.2,5.82,7.61,SW,0_source,flood3,11:24:08
2024-06-13T12:39:08Z,2024-06-13T16:39:08Z,25.833,10150.3,5.71,6.08,SW,0_source,flood3,11:39:08
2024-06-13T12:54:08Z,2024-06-13T16:54:08Z,25.749,10147.6,5.71,6.01,SW,0_source,flood3,11:54:08
2024-06-13T13:09:08Z,2024-06-13T17:09:08Z,25.804,10148.5,5.71,5.98,SW,0_source,flood3,12:09:08
2024-06-13T13:24:08Z,2024-06-13T17:24:08Z,25.874,10150.3,5.71,5.94,SW,0_source,flood3,12:24:08
2024-06-13T13:39:08Z,2024-06-13T17:39:08Z,25.852,10149.4,5.71,5.91,SW,0_source,flood3,12:39:08
2024-06-13T13:54:08Z,2024-06-13T17:54:08Z,27.654,10301.9,5.79,8.57,SW,0_source,flood3,12:54:08
2024-06-13T14:09:08Z,2024-06-13T18:09:08Z,27.684,10319.8,5.8,8.94,SW,0_source,flood3,13:09:08
2024-06-13T14:24:08Z,2024-06-13T18:24:08Z,27.748,10319.4,5.8,9.02,SW,0_source,flood3,13:24:08
2024-06-13T14:39:08Z,2024-06-13T18:39:08Z,27.68,10274.6,5.77,8.49,SW,0_source,flood3,13:39:08
2024-06-13T14:54:08Z,2024-06-13T18:54:08Z,28.175,10257.9,5.76,9.07,SW,0_source,flood3,13:54:08
2024-06-13T15:09:08Z,2024-06-13T19:09:08Z,28.371,10243.6,5.75,9.28,SW,0_source,flood3,14:09:08
2024-06-13T15:24:08Z,2024-06-13T19:24:08Z,28.425,10208.2,5.73,9.4,SW,0_source,flood3,14:24:08
2024-06-13T15:39:08Z,2024-06-13T19:39:08Z,27.026,10219.1,5.75,7.3,SW,0_source,flood3,14:39:08
2024-06-13T15:54:08Z,2024-06-13T19:54:08Z,27.046,10217.8,5.74,7.25,SW,0_source,flood3,14:54:08
2024-06-13T16:09:08Z,2024-06-13T20:09:08Z,27.003,10216.3,5.74,7.2,SW,0_source,flood3,15:09:08
2024-06-13T16:24:07Z,2024-06-13T20:24:07Z,26.965,10216.1,5.74,7.16,SW,0_source,flood3,15:24:07
2024-06-13T16:39:07Z,2024-06-13T20:39:07Z,27.223,163.1,0.08,7.9,SW,0_source,flood3,15:39:07
2024-06-12T06:13:38Z,2024-06-12T10:13:38Z,14.307,9109.2,5.13,7.74,SW,0_source,flood2,05:13:38
2024-06-12T06:28:38Z,2024-06-12T10:28:38Z,23.669,9423,5.29,5.23,SW,0_source,flood2,05:28:38
2024-06-12T06:43:38Z,2024-06-12T10:43:38Z,23.937,9426.9,5.29,5.35,SW,0_source,flood2,05:43:38
2024-06-12T06:58:38Z,2024-06-12T10:58:38Z,24.13,9428.9,5.29,5.46,SW,0_source,flood2,05:58:38
2024-06-12T07:13:38Z,2024-06-12T11:13:38Z,24.209,9427.3,5.29,5.52,SW,0_source,flood2,06:13:38
2024-06-12T07:28:38Z,2024-06-12T11:28:38Z,24.263,9429.1,5.29,5.56,SW,0_source,flood2,06:28:38
2024-06-12T07:43:38Z,2024-06-12T11:43:38Z,24.39,9420.7,5.28,5.54,SW,0_source,flood2,06:43:38
2024-06-12T07:58:38Z,2024-06-12T11:58:38Z,21.549,9583.8,5.4,5.26,SW,0_source,flood2,06:58:38
2024-06-12T08:13:38Z,2024-06-12T12:13:38Z,21.481,9592.7,5.4,5.39,SW,0_source,flood2,07:13:38
2024-06-12T08:28:37Z,2024-06-12T12:28:37Z,22.046,9843.5,5.55,5.67,SW,0_source,flood2,07:28:37
2024-06-12T08:43:37Z,2024-06-12T12:43:37Z,22.185,9761.3,5.5,5.7,SW,0_source,flood2,07:43:37
2024-06-12T08:58:37Z,2024-06-12T12:58:37Z,22.378,9784.9,5.51,5.89,SW,0_source,flood2,07:58:37
2024-06-12T09:13:37Z,2024-06-12T13:13:37Z,22.871,9866.1,5.56,6.09,SW,0_source,flood2,08:13:37
2024-06-12T09:28:37Z,2024-06-12T13:28:37Z,22.891,9871.9,5.56,6.19,SW,0_source,flood2,08:28:37
2024-06-12T09:43:37Z,2024-06-12T13:43:37Z,23.391,9670.6,5.44,5.55,SW,0_source,flood2,08:43:37
2024-06-12T09:58:37Z,2024-06-12T13:58:37Z,23.413,9970.6,5.62,6.52,SW,0_source,flood2,08:58:37
2024-06-12T10:13:37Z,2024-06-12T14:13:37Z,23.351,9983.6,5.63,6.76,SW,0_source,flood2,09:13:37
2024-06-12T10:28:37Z,2024-06-12T14:28:37Z,23.74,9983.6,5.63,7.1,SW,0_source,flood2,09:28:37
2024-06-12T10:43:37Z,2024-06-12T14:43:37Z,23.747,9732.5,5.47,5.88,SW,0_source,flood2,09:43:37
2024-06-12T10:58:37Z,2024-06-12T14:58:37Z,23.8,9715.5,5.46,5.72,SW,0_source,flood2,09:58:37
2024-06-12T11:13:37Z,2024-06-12T15:13:37Z,23.796,9713.1,5.46,5.68,SW,0_source,flood2,10:13:37
2024-06-12T11:28:37Z,2024-06-12T15:28:37Z,23.844,9713.1,5.46,5.65,SW,0_source,flood2,10:28:37
2024-06-12T11:43:37Z,2024-06-12T15:43:37Z,23.91,9711.8,5.46,5.61,SW,0_source,flood2,10:43:37
2024-06-12T11:58:37Z,2024-06-12T15:58:37Z,23.876,9710.6,5.46,5.58,SW,0_source,flood2,10:58:37
2024-06-12T12:13:37Z,2024-06-12T16:13:37Z,23.861,9898.6,5.57,6.34,SW,0_source,flood2,11:13:37
2024-06-12T12:28:37Z,2024-06-12T16:28:37Z,24.885,9882.9,5.56,6.54,SW,0_source,flood2,11:28:37
2024-06-12T12:43:37Z,2024-06-12T16:43:37Z,25.147,9937,5.59,6.52,SW,0_source,flood2,11:43:37
2024-06-12T12:58:37Z,2024-06-12T16:58:37Z,25.417,9927.9,5.58,6.88,SW,0_source,flood2,11:58:37
2024-06-12T13:13:37Z,2024-06-12T17:13:37Z,25.533,9973.4,5.61,7.37,SW,0_source,flood2,12:13:37
2024-06-12T13:28:37Z,2024-06-12T17:28:37Z,26.027,9984.9,5.61,7.57,SW,0_source,flood2,12:28:37
2024-06-12T13:43:36Z,2024-06-12T17:43:36Z,25.624,9891.5,5.56,6.83,SW,0_source,flood2,12:43:36
2024-06-12T13:58:36Z,2024-06-12T17:58:36Z,25.794,9969.5,5.6,7.52,SW,0_source,flood2,12:58:36
2024-06-12T14:13:36Z,2024-06-12T18:13:36Z,26.466,10007.3,5.62,8.48,SW,0_source,flood2,13:13:36
2024-06-12T14:28:36Z,2024-06-12T18:28:36Z,26.963,9976.7,5.6,8.54,SW,0_source,flood2,13:28:36
2024-06-12T14:43:36Z,2024-06-12T18:43:36Z,25.983,9891.4,5.56,7.02,SW,0_source,flood2,13:43:36
2024-06-12T14:58:36Z,2024-06-12T18:58:36Z,25.257,9850.6,5.54,6.43,SW,0_source,flood2,13:58:36
2024-06-12T15:13:36Z,2024-06-12T19:13:36Z,25.1,9848.9,5.54,6.39,SW,0_source,flood2,14:13:36
2024-06-12T15:28:36Z,2024-06-12T19:28:36Z,25.164,9850.5,5.54,6.37,SW,0_source,flood2,14:28:36
2024-06-12T15:43:36Z,2024-06-12T19:43:36Z,25.182,9850.9,5.54,6.35,SW,0_source,flood2,14:43:36
2024-06-12T15:58:36Z,2024-06-12T19:58:36Z,27.4,9818,5.5,8.85,SW,0_source,flood2,14:58:36
2024-06-12T16:13:36Z,2024-06-12T20:13:36Z,27.631,9821,5.5,9.2,SW,0_source,flood2,15:13:36
2024-06-12T16:28:36Z,2024-06-12T20:28:36Z,26.15,68.9,0.03,8.08,SW,0_source,flood2,15:28:36
2024-06-12T16:43:36Z,2024-06-12T20:43:36Z,25.011,67,0.03,8.24,SW,0_source,flood2,15:43:36
2024-06-12T16:58:36Z,2024-06-12T20:58:36Z,24.529,61.9,0.03,8.31,SW,0_source,flood2,15:58:36
2024-06-11T06:11:02Z,2024-06-11T10:11:02Z,16.4,84.1,0.04,8.29,SW,0_source,flood1,05:11:02
2024-06-11T06:26:02Z,2024-06-11T10:26:02Z,17.212,25.1,0.01,9.51,SW,0_source,flood1,05:26:02
