datetime_raw,datetime_est,temp_c,spcond_us_cm,sal_psu,odo_mg_l,plot,type,flood,tod
2024-06-12T09:25:00Z,2024-06-12T15:25:00Z,20,108,0.05,7.7,FW,1_runoff,flood2,10:25:00
2024-06-12T09:40:00Z,2024-06-12T15:40:00Z,20.1,108.7,0.05,7.66,FW,1_runoff,flood2,10:40:00
2024-06-12T09:55:00Z,2024-06-12T15:55:00Z,20.1,108.9,0.05,7.66,FW,1_runoff,flood2,10:55:00
2024-06-12T10:10:00Z,2024-06-12T16:10:00Z,20.2,110.9,0.05,7.58,FW,1_runoff,flood2,11:10:00
2024-06-12T10:25:00Z,2024-06-12T16:25:00Z,20.2,109.6,0.05,7.54,FW,1_runoff,flood2,11:25:00
2024-06-12T10:40:00Z,2024-06-12T16:40:00Z,20.3,113.9,0.05,7.52,FW,1_runoff,flood2,11:40:00
2024-06-12T10:55:00Z,2024-06-12T16:55:00Z,20.4,113.1,0.05,7.49,FW,1_runoff,flood2,11:55:00
2024-06-12T11:10:00Z,2024-06-12T17:10:00Z,20.4,111.8,0.05,7.5,FW,1_runoff,flood2,12:10:00
2024-06-12T11:25:00Z,2024-06-12T17:25:00Z,20.5,113.4,0.05,7.48,FW,1_runoff,flood2,12:25:00
2024-06-12T11:40:00Z,2024-06-12T17:40:00Z,20.5,113.6,0.05,7.46,FW,1_runoff,flood2,12:40:00
2024-06-12T11:55:00Z,2024-06-12T17:55:00Z,20.5,116.8,0.05,7.46,FW,1_runoff,flood2,12:55:00
2024-06-12T12:10:00Z,2024-06-12T18:10:00Z,20.6,115.6,0.05,7.4,FW,1_runoff,flood2,13:10:00
2024-06-12T12:25:00Z,2024-06-12T18:25:00Z,20.7,120.1,0.06,7.36,FW,1_runoff,flood2,13:25:00
2024-06-12T12:40:00Z,2024-06-12T18:40:00Z,20.7,118.6,0.06,7.35,FW,1_runoff,flood2,13:40:00
2024-06-12T12:55:00Z,2024-06-12T18:55:00Z,20.7,119.1,0.06,7.36,FW,1_runoff,flood2,13:55:00
2024-06-12T13:10:00Z,2024-06-12T19:10:00Z,20.7,120.4,0.06,7.35,FW,1_runoff,flood2,14:10:00
2024-06-12T13:25:00Z,2024-06-12T19:25:00Z,20.7,122.8,0.06,7.35,FW,1_runoff,flood2,14:25:00
2024-06-12T13:40:00Z,2024-06-12T19:40:00Z,20.8,123.6,0.06,7.3,FW,1_runoff,flood2,14:40:00
2024-06-12T13:55:00Z,2024-06-12T19:55:00Z,20.8,122.8,0.06,7.28,FW,1_runoff,flood2,14:55:00
2024-06-12T14:10:00Z,2024-06-12T20:10:00Z,20.8,127.9,0.06,7.26,FW,1_runoff,flood2,15:10:00
2024-06-12T14:25:00Z,2024-06-12T20:25:00Z,20.8,128.6,0.06,7.29,FW,1_runoff,flood2,15:25:00
2024-06-12T14:40:00Z,2024-06-12T20:40:00Z,20.7,118,0.05,7.18,FW,1_runoff,flood2,15:40:00
2024-06-12T14:55:00Z,2024-06-12T20:55:00Z,20.6,106,0.05,7.12,FW,1_runoff,flood2,15:55:00
2024-06-12T15:10:00Z,2024-06-12T21:10:00Z,20.5,100.8,0.05,7.01,FW,1_runoff,flood2,16:10:00
2024-06-12T15:25:00Z,2024-06-12T21:25:00Z,20.4,96.5,0.04,6.87,FW,1_runoff,flood2,16:25:00
2024-06-12T15:40:00Z,2024-06-12T21:40:00Z,20.4,93.1,0.04,6.6,FW,1_runoff,flood2,16:40:00
2024-06-12T15:55:00Z,2024-06-12T21:55:00Z,20.3,89.8,0.04,6.49,FW,1_runoff,flood2,16:55:00
2024-06-13T05:05:00Z,2024-06-13T11:05:00Z,18.6,102.4,0.05,7.55,FW,1_runoff,flood3,06:05:00
2024-06-13T05:20:00Z,2024-06-13T11:20:00Z,19,114.6,0.05,8,FW,1_runoff,flood3,06:20:00
2024-06-13T05:35:00Z,2024-06-13T11:35:00Z,19.3,105.9,0.05,8.1,FW,1_runoff,flood3,06:35:00
2024-06-13T05:50:00Z,2024-06-13T11:50:00Z,19.5,104.8,0.05,8.1,FW,1_runoff,flood3,06:50:00
2024-06-13T06:05:00Z,2024-06-13T12:05:00Z,19.7,105.9,0.05,8.03,FW,1_runoff,flood3,07:05:00
2024-06-13T06:20:00Z,2024-06-13T12:20:00Z,19.7,105.2,0.05,7.89,FW,1_runoff,flood3,07:20:00
2024-06-13T06:35:00Z,2024-06-13T12:35:00Z,19.9,105.5,0.05,7.89,FW,1_runoff,flood3,07:35:00
2024-06-13T06:50:00Z,2024-06-13T12:50:00Z,20,107.9,0.05,7.89,FW,1_runoff,flood3,07:50:00
2024-06-13T07:05:00Z,2024-06-13T13:05:00Z,20.1,112.7,0.05,7.85,FW,1_runoff,flood3,08:05:00
2024-06-13T07:20:00Z,2024-06-13T13:20:00Z,20.3,115.3,0.05,7.78,FW,1_runoff,flood3,08:20:00
2024-06-13T07:35:00Z,2024-06-13T13:35:00Z,20.4,119.1,0.06,7.74,FW,1_runoff,flood3,08:35:00
2024-06-13T07:50:00Z,2024-06-13T13:50:00Z,20.4,120.5,0.06,7.75,FW,1_runoff,flood3,08:50:00
2024-06-13T08:05:00Z,2024-06-13T14:05:00Z,20.5,124.9,0.06,7.71,FW,1_runoff,flood3,09:05:00
2024-06-13T08:20:00Z,2024-06-13T14:20:00Z,20.6,123.6,0.06,7.6,FW,1_runoff,flood3,09:20:00
2024-06-13T08:35:00Z,2024-06-13T14:35:00Z,20.7,132,0.06,7.59,FW,1_runoff,flood3,09:35:00
2024-06-13T08:50:00Z,2024-06-13T14:50:00Z,20.8,131.3,0.06,7.56,FW,1_runoff,flood3,09:50:00
2024-06-13T09:05:00Z,2024-06-13T15:05:00Z,20.9,133.1,0.06,7.55,FW,1_runoff,flood3,10:05:00
2024-06-13T09:20:00Z,2024-06-13T15:20:00Z,21,132.2,0.06,7.52,FW,1_runoff,flood3,10:20:00
2024-06-13T09:35:00Z,2024-06-13T15:35:00Z,21.1,132.8,0.06,7.49,FW,1_runoff,flood3,10:35:00
2024-06-13T09:50:00Z,2024-06-13T15:50:00Z,21.2,135.7,0.06,7.45,FW,1_runoff,flood3,10:50:00
2024-06-13T10:05:00Z,2024-06-13T16:05:00Z,21.3,135.1,0.06,7.39,FW,1_runoff,flood3,11:05:00
2024-06-13T10:20:00Z,2024-06-13T16:20:00Z,21.4,138,0.06,7.34,FW,1_runoff,flood3,11:20:00
2024-06-13T10:35:00Z,2024-06-13T16:35:00Z,21.5,141.1,0.07,7.34,FW,1_runoff,flood3,11:35:00
2024-06-13T10:50:00Z,2024-06-13T16:50:00Z,21.5,139.9,0.07,7.35,FW,1_runoff,flood3,11:50:00
2024-06-13T11:05:00Z,2024-06-13T17:05:00Z,21.6,141.3,0.07,7.29,FW,1_runoff,flood3,12:05:00
2024-06-13T11:20:00Z,2024-06-13T17:20:00Z,21.7,140.3,0.07,7.27,FW,1_runoff,flood3,12:20:00
2024-06-13T11:35:00Z,2024-06-13T17:35:00Z,21.7,140.9,0.07,7.27,FW,1_runoff,flood3,12:35:00
2024-06-13T11:50:00Z,2024-06-13T17:50:00Z,21.8,142.8,0.07,7.24,FW,1_runoff,flood3,12:50:00
2024-06-13T12:05:00Z,2024-06-13T18:05:00Z,21.8,142.8,0.07,7.25,FW,1_runoff,flood3,13:05:00
2024-06-13T12:20:00Z,2024-06-13T18:20:00Z,21.9,139.1,0.06,7.12,FW,1_runoff,flood3,13:20:00
2024-06-13T12:35:00Z,2024-06-13T18:35:00Z,21.9,144.4,0.07,7.16,FW,1_runoff,flood3,13:35:00
2024-06-13T12:50:00Z,2024-06-13T18:50:00Z,21.9,143.4,0.07,7.17,FW,1_runoff,flood3,13:50:00
2024-06-13T13:05:00Z,2024-06-13T19:05:00Z,22,142.2,0.07,7.13,FW,1_runoff,flood3,14:05:00
2024-06-13T13:20:00Z,2024-06-13T19:20:00Z,21.9,142.4,0.07,7.17,FW,1_runoff,flood3,14:20:00
2024-06-13T13:35:00Z,2024-06-13T19:35:00Z,22,144.9,0.07,7.12,FW,1_runoff,flood3,14:35:00
2024-06-13T13:50:00Z,2024-06-13T19:50:00Z,22,146.3,0.07,7.12,FW,1_runoff,flood3,14:50:00
2024-06-13T14:05:00Z,2024-06-13T20:05:00Z,22,146.7,0.07,7.11,FW,1_runoff,flood3,15:05:00
2024-06-13T14:20:00Z,2024-06-13T20:20:00Z,22.1,148.7,0.07,7.07,FW,1_runoff,flood3,15:20:00
2024-06-13T14:35:00Z,2024-06-13T20:35:00Z,22.1,148.7,0.07,7.02,FW,1_runoff,flood3,15:35:00
2024-06-13T14:50:00Z,2024-06-13T20:50:00Z,21.9,138.6,0.06,6.91,FW,1_runoff,flood3,15:50:00
2024-06-13T15:05:00Z,2024-06-13T21:05:00Z,21.8,136.2,0.06,6.84,FW,1_runoff,flood3,16:05:00
2024-06-13T15:20:00Z,2024-06-13T21:20:00Z,21.7,138,0.06,6.66,FW,1_runoff,flood3,16:20:00
2024-06-13T15:29:00Z,2024-06-13T21:29:00Z,21.7,141.1,0.07,6.66,FW,1_runoff,flood3,16:29:00
2024-06-13T15:44:00Z,2024-06-13T21:44:00Z,21.6,137,0.06,6.37,FW,1_runoff,flood3,16:44:00
2024-06-13T15:59:00Z,2024-06-13T21:59:00Z,21.5,130,0.06,6.19,FW,1_runoff,flood3,16:59:00
2024-06-13T16:14:00Z,2024-06-13T22:14:00Z,21.4,124.7,0.06,6.05,FW,1_runoff,flood3,17:14:00
2024-06-13T16:29:00Z,2024-06-13T22:29:00Z,21.3,110.2,0.05,6,FW,1_runoff,flood3,17:29:00
2024-06-13T16:44:00Z,2024-06-13T22:44:00Z,21.3,103.2,0.05,5.98,FW,1_runoff,flood3,17:44:00
2024-06-13T16:59:00Z,2024-06-13T22:59:00Z,21.2,98.2,0.05,5.84,FW,1_runoff,flood3,17:59:00
2024-06-13T17:14:00Z,2024-06-13T23:14:00Z,21.1,94.6,0.04,5.69,FW,1_runoff,flood3,18:14:00
2024-06-13T17:29:00Z,2024-06-13T23:29:00Z,21.1,92,0.04,5.67,FW,1_runoff,flood3,18:29:00
2024-06-13T17:44:00Z,2024-06-13T23:44:00Z,21,90.5,0.04,5.19,FW,1_runoff,flood3,18:44:00
2024-06-13T17:59:00Z,2024-06-13T23:59:00Z,20.9,89.4,0.04,6,FW,1_runoff,flood3,18:59:00
2024-06-13T18:14:00Z,2024-06-14T00:14:00Z,20.9,88.8,0.04,5.89,FW,1_runoff,flood3,19:14:00
2024-06-13T18:29:00Z,2024-06-14T00:29:00Z,20.8,88.3,0.04,5.76,FW,1_runoff,flood3,19:29:00
2024-06-13T18:44:00Z,2024-06-14T00:44:00Z,20.8,88,0.04,5.69,FW,1_runoff,flood3,19:44:00
2024-06-13T18:59:00Z,2024-06-14T00:59:00Z,20.7,87.8,0.04,5.1,FW,1_runoff,flood3,19:59:00
2024-06-13T19:14:00Z,2024-06-14T01:14:00Z,20.7,87.2,0.04,4.85,FW,1_runoff,flood3,20:14:00
2024-06-13T19:29:00Z,2024-06-14T01:29:00Z,20.7,86.8,0.04,4.27,FW,1_runoff,flood3,20:29:00
2024-06-13T19:44:00Z,2024-06-14T01:44:00Z,20.6,86.6,0.04,4.13,FW,1_runoff,flood3,20:44:00
2024-06-13T19:59:00Z,2024-06-14T01:59:00Z,20.6,86.4,0.04,4.12,FW,1_runoff,flood3,20:59:00
2024-06-13T20:14:00Z,2024-06-14T02:14:00Z,20.6,85.6,0.04,4.2,FW,1_runoff,flood3,21:14:00
2024-06-13T20:29:00Z,2024-06-14T02:29:00Z,20.6,85.2,0.04,4.01,FW,1_runoff,flood3,21:29:00
2024-06-13T20:44:00Z,2024-06-14T02:44:00Z,20.6,84.7,0.04,4.03,FW,1_runoff,flood3,21:44:00
2024-06-13T20:59:00Z,2024-06-14T02:59:00Z,20.5,85.7,0.04,4.93,FW,1_runoff,flood3,21:59:00
2024-06-13T21:14:00Z,2024-06-14T03:14:00Z,20.5,87.3,0.04,5.24,FW,1_runoff,flood3,22:14:00
2024-06-13T21:29:00Z,2024-06-14T03:29:00Z,20.5,86.5,0.04,5.26,FW,1_runoff,flood3,22:29:00
2024-06-13T21:44:00Z,2024-06-14T03:44:00Z,20.5,85.4,0.04,5.34,FW,1_runoff,flood3,22:44:00
2024-06-13T21:59:00Z,2024-06-14T03:59:00Z,20.4,85.2,0.04,5.4,FW,1_runoff,flood3,22:59:00
2024-06-13T22:14:00Z,2024-06-14T04:14:00Z,20.4,85.1,0.04,5.31,FW,1_runoff,flood3,23:14:00
2024-06-13T22:29:00Z,2024-06-14T04:29:00Z,20.3,84.4,0.04,5.37,FW,1_runoff,flood3,23:29:00
2024-06-13T22:44:00Z,2024-06-14T04:44:00Z,20.3,84.7,0.04,5.35,FW,1_runoff,flood3,23:44:00
2024-06-13T22:59:00Z,2024-06-14T04:59:00Z,20.3,85.2,0.04,5.23,FW,1_runoff,flood3,23:59:00
